"workflow_slug","step_order","step_key","step_name_ar","step_type","input_source","output_key","is_required"
"workflow-landing-page-copy-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-landing-page-copy-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-landing-page-copy-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-content-ideas-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-content-ideas-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-content-ideas-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-content-ideas-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-content-ideas-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-content-ideas-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-content-ideas-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-content-ideas-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-content-ideas-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-content-ideas-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-faq-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-faq-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-faq-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-faq-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-faq-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-faq-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-faq-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-faq-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-faq-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-faq-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-instagram-caption-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-instagram-caption-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-instagram-caption-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-instagram-caption-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-instagram-caption-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-instagram-caption-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-instagram-caption-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-instagram-caption-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-instagram-caption-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-instagram-caption-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-email-writer-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-email-writer-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-email-writer-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-email-writer-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-email-writer-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-email-writer-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-email-writer-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-email-writer-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-email-writer-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-email-writer-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-slogan-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-slogan-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-slogan-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-slogan-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-slogan-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-slogan-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-slogan-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-slogan-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-slogan-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-slogan-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-business-name-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-business-name-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-business-name-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-business-name-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-business-name-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-business-name-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-business-name-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-business-name-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-business-name-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-business-name-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-headline-generator-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-headline-generator-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-headline-generator-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-headline-generator-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-headline-generator-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-headline-generator-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-headline-generator-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-headline-generator-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-headline-generator-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-headline-generator-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-proofreading-assistant-quick","1","validate","التحقق من المدخلات","validation","user_input","validated_input","true"
"workflow-proofreading-assistant-quick","2","prompt","بناء طلب الذكاء الاصطناعي","prompt","validated_input","prompt","true"
"workflow-proofreading-assistant-quick","3","ai_run","تشغيل النموذج","ai","prompt","ai_output","true"
"workflow-proofreading-assistant-quick","4","format","تنسيق النتيجة","transform","ai_output","final_output","true"
"workflow-proofreading-assistant-professional","1","validate","التحقق المتقدم من المدخلات","validation","user_input","validated_input","true"
"workflow-proofreading-assistant-professional","2","context","تحليل الهدف والسياق","analysis","validated_input","context","true"
"workflow-proofreading-assistant-professional","3","prompt","بناء طلب احترافي","prompt","context","prompt","true"
"workflow-proofreading-assistant-professional","4","ai_run","تشغيل النموذج","ai","prompt","draft_output","true"
"workflow-proofreading-assistant-professional","5","quality","مراجعة الجودة","validation","draft_output","quality_output","true"
"workflow-proofreading-assistant-professional","6","format","إخراج النتيجة النهائية","transform","quality_output","final_output","true"
"workflow-square-root-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-square-root-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-square-root-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-ratio-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-ratio-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-ratio-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-sample-size-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-sample-size-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-sample-size-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-gpa-4-to-5-converter-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-gpa-4-to-5-converter-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-gpa-4-to-5-converter-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-cbm-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-cbm-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-cbm-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-centimeter-to-meter-converter-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-centimeter-to-meter-converter-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-centimeter-to-meter-converter-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-meter-to-kilometer-converter-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-meter-to-kilometer-converter-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-meter-to-kilometer-converter-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-kilogram-to-pound-converter-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-kilogram-to-pound-converter-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-kilogram-to-pound-converter-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-price-with-vat-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-price-with-vat-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-price-with-vat-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-pound-to-kilogram-converter-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-pound-to-kilogram-converter-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-pound-to-kilogram-converter-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-celsius-to-fahrenheit-converter-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-celsius-to-fahrenheit-converter-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-celsius-to-fahrenheit-converter-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-percentage-of-amount-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-percentage-of-amount-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-percentage-of-amount-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-gpa-4-to-percentage-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-gpa-4-to-percentage-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-gpa-4-to-percentage-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-percentage-change-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-percentage-change-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-percentage-change-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-gpa-5-to-percentage-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-gpa-5-to-percentage-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-gpa-5-to-percentage-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-reverse-percentage-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-reverse-percentage-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-reverse-percentage-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-fahrenheit-to-celsius-converter-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-fahrenheit-to-celsius-converter-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-fahrenheit-to-celsius-converter-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-rectangle-area-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-rectangle-area-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-rectangle-area-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-land-share-area-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-land-share-area-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-land-share-area-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-box-volume-liter-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-box-volume-liter-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-box-volume-liter-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-bmi-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-bmi-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-bmi-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-daily-water-intake-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-daily-water-intake-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-daily-water-intake-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-bmr-male-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-bmr-male-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-bmr-male-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-installment-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-installment-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-installment-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-loan-payment-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-loan-payment-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-loan-payment-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-savings-goal-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-savings-goal-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-savings-goal-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-bmr-female-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-bmr-female-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-bmr-female-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-hourly-wage-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-hourly-wage-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-hourly-wage-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-zakat-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-zakat-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-zakat-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-gold-zakat-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-gold-zakat-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-gold-zakat-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-net-after-tax-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-net-after-tax-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-net-after-tax-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-daily-wage-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-daily-wage-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-daily-wage-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-overtime-pay-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-overtime-pay-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-overtime-pay-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-retirement-years-remaining-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-retirement-years-remaining-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-retirement-years-remaining-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-employer-payroll-cost-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-employer-payroll-cost-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-employer-payroll-cost-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-operating-leverage-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-operating-leverage-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-operating-leverage-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-sales-per-employee-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-sales-per-employee-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-sales-per-employee-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-revenue-per-customer-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-revenue-per-customer-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-revenue-per-customer-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-inventory-days-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-inventory-days-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-inventory-days-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-receivable-days-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-receivable-days-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-receivable-days-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-payable-days-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-payable-days-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-payable-days-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-square-diagonal-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-square-diagonal-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-square-diagonal-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-cash-conversion-cycle-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-cash-conversion-cycle-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-cash-conversion-cycle-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-customer-concentration-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-customer-concentration-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-customer-concentration-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-weighted-mean-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-weighted-mean-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-weighted-mean-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-proportion-value-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-proportion-value-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-proportion-value-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-geometric-mean-two-values-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-geometric-mean-two-values-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-geometric-mean-two-values-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-harmonic-mean-two-values-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-harmonic-mean-two-values-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-harmonic-mean-two-values-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-circle-circumference-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-circle-circumference-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-circle-circumference-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-trapezoid-area-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-trapezoid-area-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-trapezoid-area-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-regular-polygon-angle-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-regular-polygon-angle-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-regular-polygon-angle-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-minutes-to-decimal-hours-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-minutes-to-decimal-hours-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-minutes-to-decimal-hours-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-decimal-hours-to-minutes-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-decimal-hours-to-minutes-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-decimal-hours-to-minutes-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-workdays-to-hours-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-workdays-to-hours-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-workdays-to-hours-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-shifts-to-hours-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-shifts-to-hours-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-shifts-to-hours-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-weekly-hours-to-monthly-hours-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-weekly-hours-to-monthly-hours-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-weekly-hours-to-monthly-hours-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-meeting-person-hours-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-meeting-person-hours-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-meeting-person-hours-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-production-time-per-unit-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-production-time-per-unit-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-production-time-per-unit-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-task-throughput-per-hour-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-task-throughput-per-hour-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-task-throughput-per-hour-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-target-weight-by-bmi-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-target-weight-by-bmi-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-target-weight-by-bmi-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-walking-pace-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-walking-pace-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
