"slug","name_ar","name_en","description","category_slug","engine_group","is_active","version"
"workflow-production-time-per-unit-standard","حاسبة وقت الإنتاج للوحدة — مسار الحساب","Production Time per Unit — standard","مسار مسار الحساب لأداة حاسبة وقت الإنتاج للوحدة.","date-time-tools","formula","true","1"
"workflow-task-throughput-per-hour-standard","حاسبة معدل إنجاز المهام — مسار الحساب","Task Throughput per Hour — standard","مسار مسار الحساب لأداة حاسبة معدل إنجاز المهام.","date-time-tools","formula","true","1"
"workflow-target-weight-by-bmi-standard","حاسبة الوزن المستهدف حسب BMI — مسار الحساب","Target Weight by BMI — standard","مسار مسار الحساب لأداة حاسبة الوزن المستهدف حسب BMI.","health-tools","formula","true","1"
"workflow-walking-pace-calculator-standard","حاسبة وتيرة المشي — مسار الحساب","Walking Pace Calculator — standard","مسار مسار الحساب لأداة حاسبة وتيرة المشي.","health-tools","formula","true","1"
"workflow-running-speed-calculator-standard","حاسبة سرعة الجري — مسار الحساب","Running Speed Calculator — standard","مسار مسار الحساب لأداة حاسبة سرعة الجري.","health-tools","formula","true","1"
"workflow-protein-target-calculator-standard","حاسبة الاحتياج التقديري للبروتين — مسار الحساب","Protein Target Calculator — standard","مسار مسار الحساب لأداة حاسبة الاحتياج التقديري للبروتين.","health-tools","formula","true","1"
"workflow-body-fat-mass-calculator-standard","حاسبة كتلة الدهون — مسار الحساب","Body Fat Mass Calculator — standard","مسار مسار الحساب لأداة حاسبة كتلة الدهون.","health-tools","formula","true","1"
"workflow-lean-body-mass-calculator-standard","حاسبة الكتلة الخالية من الدهون — مسار الحساب","Lean Body Mass Calculator — standard","مسار مسار الحساب لأداة حاسبة الكتلة الخالية من الدهون.","health-tools","formula","true","1"
"workflow-waist-height-ratio-calculator-standard","حاسبة نسبة الخصر إلى الطول — مسار الحساب","Waist-to-Height Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الخصر إلى الطول.","health-tools","formula","true","1"
"workflow-calorie-deficit-duration-calculator-standard","حاسبة مدة عجز السعرات — مسار الحساب","Calorie Deficit Duration Calculator — standard","مسار مسار الحساب لأداة حاسبة مدة عجز السعرات.","health-tools","formula","true","1"
"workflow-square-foot-to-square-meter-standard","محول القدم المربع إلى متر مربع — مسار الحساب","Square Foot to Square Meter — standard","مسار مسار الحساب لأداة محول القدم المربع إلى متر مربع.","converter-tools","formula","true","1"
"workflow-course-weighted-score-calculator-standard","حاسبة الدرجة الموزونة للمقرر — مسار الحساب","Course Weighted Score Calculator — standard","مسار مسار الحساب لأداة حاسبة الدرجة الموزونة للمقرر.","education-tools","formula","true","1"
"workflow-final-exam-required-score-standard","حاسبة الدرجة المطلوبة في النهائي — مسار الحساب","Required Final Exam Score — standard","مسار مسار الحساب لأداة حاسبة الدرجة المطلوبة في النهائي.","education-tools","formula","true","1"
"workflow-attendance-rate-calculator-standard","حاسبة نسبة الحضور — مسار الحساب","Attendance Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الحضور.","education-tools","formula","true","1"
"workflow-study-hours-per-subject-standard","حاسبة ساعات المذاكرة لكل مادة — مسار الحساب","Study Hours per Subject — standard","مسار مسار الحساب لأداة حاسبة ساعات المذاكرة لكل مادة.","education-tools","formula","true","1"
"workflow-assignment-average-calculator-standard","حاسبة متوسط الواجبات — مسار الحساب","Assignment Average Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط الواجبات.","education-tools","formula","true","1"
"workflow-grade-improvement-rate-standard","حاسبة تحسن الدرجة — مسار الحساب","Grade Improvement Rate — standard","مسار مسار الحساب لأداة حاسبة تحسن الدرجة.","education-tools","formula","true","1"
"workflow-completed-credits-rate-standard","حاسبة نسبة الساعات المنجزة — مسار الحساب","Completed Credits Rate — standard","مسار مسار الحساب لأداة حاسبة نسبة الساعات المنجزة.","education-tools","formula","true","1"
"workflow-points-needed-for-target-standard","حاسبة النقاط المطلوبة للهدف — مسار الحساب","Points Needed for Target — standard","مسار مسار الحساب لأداة حاسبة النقاط المطلوبة للهدف.","education-tools","formula","true","1"
"workflow-net-salary-after-deductions-standard","حاسبة صافي الراتب بعد الخصومات — مسار الحساب","Net Salary after Deductions — standard","مسار مسار الحساب لأداة حاسبة صافي الراتب بعد الخصومات.","employment-tools","formula","true","1"
"workflow-annual-compensation-calculator-standard","حاسبة التعويض السنوي — مسار الحساب","Annual Compensation Calculator — standard","مسار مسار الحساب لأداة حاسبة التعويض السنوي.","employment-tools","formula","true","1"
"workflow-kilometer-hour-to-mile-hour-standard","محول كم/س إلى ميل/س — مسار الحساب","Kilometers per Hour to Miles per Hour — standard","مسار مسار الحساب لأداة محول كم/س إلى ميل/س.","converter-tools","formula","true","1"
"workflow-vacation-pay-estimate-standard","حاسبة بدل الإجازة — مسار الحساب","Vacation Pay Estimate — standard","مسار مسار الحساب لأداة حاسبة بدل الإجازة.","employment-tools","formula","true","1"
"workflow-bonus-amount-calculator-standard","حاسبة مبلغ المكافأة — مسار الحساب","Bonus Amount Calculator — standard","مسار مسار الحساب لأداة حاسبة مبلغ المكافأة.","employment-tools","formula","true","1"
"workflow-commission-plus-salary-standard","حاسبة الراتب مع العمولة — مسار الحساب","Salary plus Commission Calculator — standard","مسار مسار الحساب لأداة حاسبة الراتب مع العمولة.","employment-tools","formula","true","1"
"workflow-unpaid-leave-deduction-standard","حاسبة خصم الإجازة بدون راتب — مسار الحساب","Unpaid Leave Deduction — standard","مسار مسار الحساب لأداة حاسبة خصم الإجازة بدون راتب.","employment-tools","formula","true","1"
"workflow-shift-premium-pay-standard","حاسبة بدل الوردية — مسار الحساب","Shift Premium Pay — standard","مسار مسار الحساب لأداة حاسبة بدل الوردية.","employment-tools","formula","true","1"
"workflow-customer-lifetime-value-simple-standard","حاسبة القيمة العمرية للعميل — مسار الحساب","Customer Lifetime Value Calculator — standard","مسار مسار الحساب لأداة حاسبة القيمة العمرية للعميل.","marketing-tools","formula","true","1"
"workflow-lead-to-sale-rate-standard","حاسبة تحويل العملاء المحتملين إلى مبيعات — مسار الحساب","Lead to Sale Rate — standard","مسار مسار الحساب لأداة حاسبة تحويل العملاء المحتملين إلى مبيعات.","marketing-tools","formula","true","1"
"workflow-marketing-efficiency-ratio-standard","حاسبة كفاءة الإنفاق التسويقي — مسار الحساب","Marketing Efficiency Ratio — standard","مسار مسار الحساب لأداة حاسبة كفاءة الإنفاق التسويقي.","marketing-tools","formula","true","1"
"workflow-ad-frequency-calculator-standard","حاسبة تكرار الإعلان — مسار الحساب","Ad Frequency Calculator — standard","مسار مسار الحساب لأداة حاسبة تكرار الإعلان.","marketing-tools","formula","true","1"
"workflow-landing-page-bounce-rate-standard","حاسبة معدل ارتداد صفحة الهبوط — مسار الحساب","Landing Page Bounce Rate — standard","مسار مسار الحساب لأداة حاسبة معدل ارتداد صفحة الهبوط.","marketing-tools","formula","true","1"
"workflow-email-click-to-open-rate-standard","حاسبة معدل النقر إلى الفتح — مسار الحساب","Email Click-to-Open Rate — standard","مسار مسار الحساب لأداة حاسبة معدل النقر إلى الفتح.","marketing-tools","formula","true","1"
"workflow-unsubscribe-rate-calculator-standard","حاسبة معدل إلغاء الاشتراك — مسار الحساب","Unsubscribe Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل إلغاء الاشتراك.","marketing-tools","formula","true","1"
"workflow-repeat-purchase-rate-standard","حاسبة معدل الشراء المتكرر — مسار الحساب","Repeat Purchase Rate — standard","مسار مسار الحساب لأداة حاسبة معدل الشراء المتكرر.","marketing-tools","formula","true","1"
"workflow-personal-savings-rate-standard","حاسبة معدل الادخار الشخصي — مسار الحساب","Personal Savings Rate — standard","مسار مسار الحساب لأداة حاسبة معدل الادخار الشخصي.","finance-tools","formula","true","1"
"workflow-debt-service-ratio-standard","حاسبة نسبة خدمة الدين — مسار الحساب","Debt Service Ratio — standard","مسار مسار الحساب لأداة حاسبة نسبة خدمة الدين.","finance-tools","formula","true","1"
"workflow-emergency-fund-months-standard","حاسبة مدة صندوق الطوارئ — مسار الحساب","Emergency Fund Months — standard","مسار مسار الحساب لأداة حاسبة مدة صندوق الطوارئ.","finance-tools","formula","true","1"
"workflow-rule-of-72-calculator-standard","حاسبة قاعدة 72 — مسار الحساب","Rule of 72 Calculator — standard","مسار مسار الحساب لأداة حاسبة قاعدة 72.","finance-tools","formula","true","1"
"workflow-monthly-budget-surplus-standard","حاسبة فائض الميزانية الشهرية — مسار الحساب","Monthly Budget Surplus — standard","مسار مسار الحساب لأداة حاسبة فائض الميزانية الشهرية.","finance-tools","formula","true","1"
"workflow-annual-expense-projection-standard","حاسبة المصروفات السنوية — مسار الحساب","Annual Expense Projection — standard","مسار مسار الحساب لأداة حاسبة المصروفات السنوية.","finance-tools","formula","true","1"
"workflow-sinking-fund-contribution-standard","حاسبة مساهمة الهدف الادخاري — مسار الحساب","Sinking Fund Contribution — standard","مسار مسار الحساب لأداة حاسبة مساهمة الهدف الادخاري.","finance-tools","formula","true","1"
"workflow-cash-runway-calculator-standard","حاسبة مدة السيولة — مسار الحساب","Cash Runway Calculator — standard","مسار مسار الحساب لأداة حاسبة مدة السيولة.","finance-tools","formula","true","1"
"workflow-productivity-rate-calculator-standard","حاسبة معدل الإنتاجية — مسار الحساب","Productivity Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل الإنتاجية.","general-tools","formula","true","1"
"workflow-task-completion-rate-standard","حاسبة نسبة إنجاز المهام — مسار الحساب","Task Completion Rate — standard","مسار مسار الحساب لأداة حاسبة نسبة إنجاز المهام.","general-tools","formula","true","1"
"workflow-fuel-efficiency-calculator-standard","حاسبة كفاءة استهلاك الوقود — مسار الحساب","Fuel Efficiency Calculator — standard","مسار مسار الحساب لأداة حاسبة كفاءة استهلاك الوقود.","general-tools","formula","true","1"
"workflow-electricity-usage-cost-standard","حاسبة تكلفة استهلاك الكهرباء — مسار الحساب","Electricity Usage Cost — standard","مسار مسار الحساب لأداة حاسبة تكلفة استهلاك الكهرباء.","general-tools","formula","true","1"
"workflow-water-consumption-cost-standard","حاسبة تكلفة استهلاك المياه — مسار الحساب","Water Consumption Cost — standard","مسار مسار الحساب لأداة حاسبة تكلفة استهلاك المياه.","general-tools","formula","true","1"
"workflow-unit-price-comparison-standard","حاسبة سعر الوحدة — مسار الحساب","Unit Price Calculator — standard","مسار مسار الحساب لأداة حاسبة سعر الوحدة.","general-tools","formula","true","1"
"workflow-shared-expense-split-standard","حاسبة تقسيم المصروف المشترك — مسار الحساب","Shared Expense Split — standard","مسار مسار الحساب لأداة حاسبة تقسيم المصروف المشترك.","general-tools","formula","true","1"
"workflow-millimeter-to-inch-converter-standard","محول المليمتر إلى بوصة — مسار الحساب","Millimeter to Inch Converter — standard","مسار مسار الحساب لأداة محول المليمتر إلى بوصة.","converter-tools","formula","true","1"
"workflow-inch-to-millimeter-converter-standard","محول البوصة إلى مليمتر — مسار الحساب","Inch to Millimeter Converter — standard","مسار مسار الحساب لأداة محول البوصة إلى مليمتر.","converter-tools","formula","true","1"
"workflow-liter-to-us-gallon-converter-standard","محول اللتر إلى جالون أمريكي — مسار الحساب","Liter to US Gallon Converter — standard","مسار مسار الحساب لأداة محول اللتر إلى جالون أمريكي.","converter-tools","formula","true","1"
"workflow-us-gallon-to-liter-converter-standard","محول الجالون الأمريكي إلى لتر — مسار الحساب","US Gallon to Liter Converter — standard","مسار مسار الحساب لأداة محول الجالون الأمريكي إلى لتر.","converter-tools","formula","true","1"
"workflow-square-meter-to-square-foot-standard","محول المتر المربع إلى قدم مربع — مسار الحساب","Square Meter to Square Foot — standard","مسار مسار الحساب لأداة محول المتر المربع إلى قدم مربع.","converter-tools","formula","true","1"
"workflow-mile-hour-to-kilometer-hour-standard","محول ميل/س إلى كم/س — مسار الحساب","Miles per Hour to Kilometers per Hour — standard","مسار مسار الحساب لأداة محول ميل/س إلى كم/س.","converter-tools","formula","true","1"
"workflow-annual-rent-monthly-equivalent-standard","محول الإيجار السنوي إلى شهري — مسار الحساب","Annual Rent Monthly Equivalent — standard","مسار مسار الحساب لأداة محول الإيجار السنوي إلى شهري.","saudi-tools","formula","true","1"
"workflow-gosi-employee-deduction-estimate-standard","حاسبة خصم التأمينات للموظف — مسار الحساب","Employee GOSI Deduction Estimate — standard","مسار مسار الحساب لأداة حاسبة خصم التأمينات للموظف.","saudi-tools","formula","true","1"
"workflow-salary-after-gosi-estimate-standard","حاسبة الراتب بعد التأمينات — مسار الحساب","Salary after GOSI Estimate — standard","مسار مسار الحساب لأداة حاسبة الراتب بعد التأمينات.","saudi-tools","formula","true","1"
"workflow-end-of-service-first-five-years-standard","حاسبة نهاية الخدمة لأول خمس سنوات — مسار الحساب","End-of-Service First Five Years — standard","مسار مسار الحساب لأداة حاسبة نهاية الخدمة لأول خمس سنوات.","saudi-tools","formula","true","1"
"workflow-end-of-service-over-five-years-standard","حاسبة نهاية الخدمة بعد خمس سنوات — مسار الحساب","End-of-Service over Five Years — standard","مسار مسار الحساب لأداة حاسبة نهاية الخدمة بعد خمس سنوات.","saudi-tools","formula","true","1"
"workflow-housing-allowance-estimate-standard","حاسبة بدل السكن — مسار الحساب","Housing Allowance Estimate — standard","مسار مسار الحساب لأداة حاسبة بدل السكن.","saudi-tools","formula","true","1"
"workflow-thirty-day-daily-wage-standard","حاسبة الأجر اليومي على أساس 30 يومًا — مسار الحساب","30-Day Daily Wage Calculator — standard","مسار مسار الحساب لأداة حاسبة الأجر اليومي على أساس 30 يومًا.","saudi-tools","formula","true","1"
"workflow-zakat-base-estimate-standard","حاسبة تقديرية للزكاة 2.5% — مسار الحساب","2.5% Zakat Estimate — standard","مسار مسار الحساب لأداة حاسبة تقديرية للزكاة 2.5%.","saudi-tools","formula","true","1"
"workflow-trip-fuel-cost-calculator-standard","حاسبة وقود الرحلة — مسار الحساب","Trip Fuel Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة وقود الرحلة.","travel-tools","formula","true","1"
"workflow-hotel-stay-total-calculator-standard","حاسبة تكلفة الفندق — مسار الحساب","Hotel Stay Total Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الفندق.","travel-tools","formula","true","1"
"workflow-focus-ratio-calculator-standard","حاسبة نسبة التركيز — مسار الحساب","Focus Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة التركيز.","productivity-tools","formula","true","1"
"workflow-travel-currency-budget-calculator-standard","حاسبة تحويل ميزانية السفر — مسار الحساب","Travel Currency Budget Calculator — standard","مسار مسار الحساب لأداة حاسبة تحويل ميزانية السفر.","travel-tools","formula","true","1"
"workflow-baggage-overweight-fee-calculator-standard","حاسبة رسوم الوزن الزائد — مسار الحساب","Baggage Overweight Fee Calculator — standard","مسار مسار الحساب لأداة حاسبة رسوم الوزن الزائد.","travel-tools","formula","true","1"
"workflow-travel-time-calculator-standard","حاسبة زمن الرحلة — مسار الحساب","Travel Time Calculator — standard","مسار مسار الحساب لأداة حاسبة زمن الرحلة.","travel-tools","formula","true","1"
"workflow-itinerary-hours-per-day-calculator-standard","حاسبة ساعات البرنامج اليومية — مسار الحساب","Itinerary Hours per Day Calculator — standard","مسار مسار الحساب لأداة حاسبة ساعات البرنامج اليومية.","travel-tools","formula","true","1"
"workflow-group-trip-share-calculator-standard","حاسبة حصة الفرد في الرحلة — مسار الحساب","Group Trip Share Calculator — standard","مسار مسار الحساب لأداة حاسبة حصة الفرد في الرحلة.","travel-tools","formula","true","1"
"workflow-energy-efficiency-improvement-calculator-standard","حاسبة تحسن كفاءة الطاقة — مسار الحساب","Energy Efficiency Improvement Calculator — standard","مسار مسار الحساب لأداة حاسبة تحسن كفاءة الطاقة.","sustainability-tools","formula","true","1"
"workflow-average-order-value-calculator-standard","حاسبة متوسط قيمة الطلب — مسار الحساب","Average Order Value Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط قيمة الطلب.","ecommerce-tools","formula","true","1"
"workflow-cart-abandonment-rate-calculator-standard","حاسبة معدل ترك السلة — مسار الحساب","Cart Abandonment Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل ترك السلة.","ecommerce-tools","formula","true","1"
"workflow-ecommerce-conversion-rate-calculator-standard","حاسبة تحويل المتجر — مسار الحساب","E-commerce Conversion Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة تحويل المتجر.","ecommerce-tools","formula","true","1"
"workflow-customer-lifetime-value-basic-calculator-standard","حاسبة قيمة العميل مدى الحياة — مسار الحساب","Basic Customer Lifetime Value Calculator — standard","مسار مسار الحساب لأداة حاسبة قيمة العميل مدى الحياة.","ecommerce-tools","formula","true","1"
"workflow-commute-carbon-emissions-calculator-standard","حاسبة انبعاثات التنقل — مسار الحساب","Commute Carbon Emissions Calculator — standard","مسار مسار الحساب لأداة حاسبة انبعاثات التنقل.","sustainability-tools","formula","true","1"
"workflow-appliance-annual-energy-cost-calculator-standard","حاسبة تكلفة تشغيل الجهاز سنويًا — مسار الحساب","Annual Appliance Energy Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة تشغيل الجهاز سنويًا.","sustainability-tools","formula","true","1"
"workflow-tree-offset-calculator-standard","حاسبة الأشجار اللازمة للتعويض — مسار الحساب","Tree Offset Calculator — standard","مسار مسار الحساب لأداة حاسبة الأشجار اللازمة للتعويض.","sustainability-tools","formula","true","1"
"workflow-paper-reams-saved-calculator-standard","حاسبة رزم الورق الموفرة — مسار الحساب","Paper Reams Saved Calculator — standard","مسار مسار الحساب لأداة حاسبة رزم الورق الموفرة.","sustainability-tools","formula","true","1"
"workflow-recycling-rate-calculator-standard","حاسبة معدل إعادة التدوير — مسار الحساب","Recycling Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل إعادة التدوير.","sustainability-tools","formula","true","1"
"workflow-water-savings-calculator-standard","حاسبة توفير المياه — مسار الحساب","Water Savings Calculator — standard","مسار مسار الحساب لأداة حاسبة توفير المياه.","sustainability-tools","formula","true","1"
"workflow-solar-energy-savings-calculator-standard","حاسبة توفير الطاقة الشمسية — مسار الحساب","Solar Energy Savings Calculator — standard","مسار مسار الحساب لأداة حاسبة توفير الطاقة الشمسية.","sustainability-tools","formula","true","1"
"workflow-fuel-carbon-emissions-calculator-standard","حاسبة انبعاثات الوقود — مسار الحساب","Fuel Carbon Emissions Calculator — standard","مسار مسار الحساب لأداة حاسبة انبعاثات الوقود.","sustainability-tools","formula","true","1"
"workflow-electricity-carbon-emissions-calculator-standard","حاسبة انبعاثات الكهرباء — مسار الحساب","Electricity Carbon Emissions Calculator — standard","مسار مسار الحساب لأداة حاسبة انبعاثات الكهرباء.","sustainability-tools","formula","true","1"
"workflow-freelancer-project-capacity-calculator-standard","حاسبة طاقة المشاريع — مسار الحساب","Freelancer Project Capacity Calculator — standard","مسار مسار الحساب لأداة حاسبة طاقة المشاريع.","freelancer-tools","formula","true","1"
"workflow-late-payment-fee-calculator-standard","حاسبة غرامة تأخر السداد — مسار الحساب","Late Payment Fee Calculator — standard","مسار مسار الحساب لأداة حاسبة غرامة تأخر السداد.","freelancer-tools","formula","true","1"
"workflow-retainer-contract-value-calculator-standard","حاسبة قيمة عقد الاشتراك — مسار الحساب","Retainer Contract Value Calculator — standard","مسار مسار الحساب لأداة حاسبة قيمة عقد الاشتراك.","freelancer-tools","formula","true","1"
"workflow-effective-hourly-rate-calculator-standard","حاسبة سعر الساعة الفعلي — مسار الحساب","Effective Hourly Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة سعر الساعة الفعلي.","freelancer-tools","formula","true","1"
"workflow-proposal-win-rate-calculator-standard","حاسبة نجاح العروض — مسار الحساب","Proposal Win Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نجاح العروض.","freelancer-tools","formula","true","1"
"workflow-net-freelance-income-calculator-standard","حاسبة صافي دخل المستقل — مسار الحساب","Net Freelance Income Calculator — standard","مسار مسار الحساب لأداة حاسبة صافي دخل المستقل.","freelancer-tools","formula","true","1"
"workflow-freelance-platform-fee-calculator-standard","حاسبة رسوم منصة العمل الحر — مسار الحساب","Freelance Platform Fee Calculator — standard","مسار مسار الحساب لأداة حاسبة رسوم منصة العمل الحر.","freelancer-tools","formula","true","1"
"workflow-freelancer-tax-reserve-calculator-standard","حاسبة مخصص الضريبة للمستقل — مسار الحساب","Freelancer Tax Reserve Calculator — standard","مسار مسار الحساب لأداة حاسبة مخصص الضريبة للمستقل.","freelancer-tools","formula","true","1"
"workflow-freelance-project-price-calculator-standard","حاسبة سعر المشروع — مسار الحساب","Freelance Project Price Calculator — standard","مسار مسار الحساب لأداة حاسبة سعر المشروع.","freelancer-tools","formula","true","1"
"workflow-freelancer-hourly-rate-calculator-standard","حاسبة سعر ساعة المستقل — مسار الحساب","Freelancer Hourly Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة سعر ساعة المستقل.","freelancer-tools","formula","true","1"
"workflow-restaurant-occupancy-rate-calculator-standard","حاسبة إشغال الطاولات — مسار الحساب","Restaurant Occupancy Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة إشغال الطاولات.","restaurant-tools","formula","true","1"
"workflow-restaurant-break-even-orders-calculator-standard","حاسبة طلبات تعادل المطعم — مسار الحساب","Restaurant Break-even Orders Calculator — standard","مسار مسار الحساب لأداة حاسبة طلبات تعادل المطعم.","restaurant-tools","formula","true","1"
"workflow-food-wastage-rate-calculator-standard","حاسبة نسبة الهدر الغذائي — مسار الحساب","Food Wastage Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الهدر الغذائي.","restaurant-tools","formula","true","1"
"workflow-delivery-platform-fee-calculator-standard","حاسبة عمولة منصة التوصيل — مسار الحساب","Delivery Platform Fee Calculator — standard","مسار مسار الحساب لأداة حاسبة عمولة منصة التوصيل.","restaurant-tools","formula","true","1"
"workflow-recipe-cost-per-serving-calculator-standard","حاسبة تكلفة الحصة — مسار الحساب","Recipe Cost per Serving Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الحصة.","restaurant-tools","formula","true","1"
"workflow-restaurant-labor-cost-percentage-calculator-standard","حاسبة نسبة تكلفة العمالة — مسار الحساب","Restaurant Labor Cost Percentage Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة تكلفة العمالة.","restaurant-tools","formula","true","1"
"workflow-average-check-calculator-standard","حاسبة متوسط الفاتورة — مسار الحساب","Average Check Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط الفاتورة.","restaurant-tools","formula","true","1"
"workflow-table-turnover-calculator-standard","حاسبة دوران الطاولات — مسار الحساب","Table Turnover Calculator — standard","مسار مسار الحساب لأداة حاسبة دوران الطاولات.","restaurant-tools","formula","true","1"
"workflow-menu-price-from-food-cost-calculator-standard","حاسبة سعر الطبق المستهدف — مسار الحساب","Menu Price Calculator — standard","مسار مسار الحساب لأداة حاسبة سعر الطبق المستهدف.","restaurant-tools","formula","true","1"
"workflow-food-cost-percentage-calculator-standard","حاسبة نسبة تكلفة الطعام — مسار الحساب","Food Cost Percentage Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة تكلفة الطعام.","restaurant-tools","formula","true","1"
"workflow-delivery-route-cost-calculator-standard","حاسبة تكلفة مسار التوصيل — مسار الحساب","Delivery Route Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة مسار التوصيل.","logistics-tools","formula","true","1"
"workflow-safety-stock-calculator-standard","حاسبة مخزون الأمان — مسار الحساب","Safety Stock Calculator — standard","مسار مسار الحساب لأداة حاسبة مخزون الأمان.","logistics-tools","formula","true","1"
"workflow-reorder-point-calculator-standard","حاسبة نقطة إعادة الطلب — مسار الحساب","Reorder Point Calculator — standard","مسار مسار الحساب لأداة حاسبة نقطة إعادة الطلب.","logistics-tools","formula","true","1"
"workflow-inventory-carrying-cost-calculator-standard","حاسبة تكلفة الاحتفاظ بالمخزون — مسار الحساب","Inventory Carrying Cost Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الاحتفاظ بالمخزون.","logistics-tools","formula","true","1"
"workflow-on-time-delivery-rate-calculator-standard","حاسبة التوصيل في الموعد — مسار الحساب","On-time Delivery Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة التوصيل في الموعد.","logistics-tools","formula","true","1"
"workflow-order-accuracy-rate-calculator-standard","حاسبة دقة الطلبات — مسار الحساب","Order Accuracy Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة دقة الطلبات.","logistics-tools","formula","true","1"
"workflow-warehouse-space-utilization-calculator-standard","حاسبة استغلال المستودع — مسار الحساب","Warehouse Space Utilization Calculator — standard","مسار مسار الحساب لأداة حاسبة استغلال المستودع.","logistics-tools","formula","true","1"
"workflow-vehicle-capacity-utilization-calculator-standard","حاسبة استغلال سعة المركبة — مسار الحساب","Vehicle Capacity Utilization Calculator — standard","مسار مسار الحساب لأداة حاسبة استغلال سعة المركبة.","logistics-tools","formula","true","1"
"workflow-delivery-cost-per-order-calculator-standard","حاسبة تكلفة التوصيل لكل طلب — مسار الحساب","Delivery Cost per Order Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة التوصيل لكل طلب.","logistics-tools","formula","true","1"
"workflow-freight-cost-per-kg-calculator-standard","حاسبة تكلفة الشحن لكل كيلوجرام — مسار الحساب","Freight Cost per Kilogram Calculator — standard","مسار مسار الحساب لأداة حاسبة تكلفة الشحن لكل كيلوجرام.","logistics-tools","formula","true","1"
"workflow-sales-win-loss-ratio-calculator-standard","حاسبة نسبة الفوز إلى الخسارة — مسار الحساب","Win-Loss Ratio Calculator — standard","مسار مسار الحساب لأداة حاسبة نسبة الفوز إلى الخسارة.","sales-tools","formula","true","1"
"workflow-sales-commission-calculator-standard","حاسبة عمولة المبيعات — مسار الحساب","Sales Commission Calculator — standard","مسار مسار الحساب لأداة حاسبة عمولة المبيعات.","sales-tools","formula","true","1"
"workflow-cross-sell-revenue-calculator-standard","حاسبة إيراد البيع المتقاطع — مسار الحساب","Cross-sell Revenue Calculator — standard","مسار مسار الحساب لأداة حاسبة إيراد البيع المتقاطع.","sales-tools","formula","true","1"
"workflow-upsell-rate-calculator-standard","حاسبة معدل البيع الإضافي — مسار الحساب","Upsell Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل البيع الإضافي.","sales-tools","formula","true","1"
"workflow-lead-response-time-calculator-standard","حاسبة متوسط وقت الرد على العملاء — مسار الحساب","Lead Response Time Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط وقت الرد على العملاء.","sales-tools","formula","true","1"
"workflow-pipeline-coverage-calculator-standard","حاسبة تغطية خط المبيعات — مسار الحساب","Pipeline Coverage Calculator — standard","مسار مسار الحساب لأداة حاسبة تغطية خط المبيعات.","sales-tools","formula","true","1"
"workflow-quota-attainment-calculator-standard","حاسبة تحقيق الهدف البيعي — مسار الحساب","Quota Attainment Calculator — standard","مسار مسار الحساب لأداة حاسبة تحقيق الهدف البيعي.","sales-tools","formula","true","1"
"workflow-average-sales-cycle-calculator-standard","حاسبة متوسط دورة البيع — مسار الحساب","Average Sales Cycle Calculator — standard","مسار مسار الحساب لأداة حاسبة متوسط دورة البيع.","sales-tools","formula","true","1"
"workflow-sales-conversion-rate-calculator-standard","حاسبة تحويل المبيعات — مسار الحساب","Sales Conversion Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة تحويل المبيعات.","sales-tools","formula","true","1"
"workflow-newsletter-open-rate-calculator-standard","حاسبة معدل فتح النشرة — مسار الحساب","Newsletter Open Rate Calculator — standard","مسار مسار الحساب لأداة حاسبة معدل فتح النشرة.","creator-tools","formula","true","1"
"workflow-affiliate-revenue-calculator-standard","حاسبة دخل التسويق بالعمولة — مسار الحساب","Affiliate Revenue Calculator — standard","مسار مسار الحساب لأداة حاسبة دخل التسويق بالعمولة.","creator-tools","formula","true","1"
